2752 USHighway 431 South Abbeville  AL 36310,,,True
3616 Main Street Adamsville  AL 35005,33.5873984114988,-86.935968390189,False
Highway 41 Addison  AL 35540,,,True
691 Highway 119 Alabaster  AL 35007,,,True
8079 Highway 119 Alabaster  AL 35007,,,True
230 Scotland Drive Alabaster  AL 35007,33.1863435774966,-86.7592032917541,False
Highway 31 Alabaster  AL 35007,,,True
630 Colonial Promenade P Alabaster  AL 35007,,,True
Highway 31 North Alabaster  AL 35007,33.2442813,-86.8163773,False
718 1st Street North Alabaster  AL 35007,33.2498387342857,-86.8151625570453,False
1565 Simmsville Road Alabaster  AL 35007,33.257737,-86.8007002,False
8233 Highway 119 South Alabaster  AL 35007,,,True
1042 Highway 31 Alabaster  AL 35007,,,True
1314 1st Street North Alabaster  AL 35007,33.2593896262626,-86.8124212828283,False
9080 USHighway 431 Albertville  AL 35950,,,True
3604 Al Highway 75 North Albertville  AL 35950,,,True
4880 Highway 280 Alexander City  AL 35010,,,True
1851 Washington Street Alexander City  AL 35010,32.941215,-85.968263,False
110 Broad Street Alexander City  AL 35010,32.9438297145557,-85.9555989370022,False
US 231 & Highway 22 Rockford  AL 35136,,,True
316 Tallapoosa Street Alexander City  AL 35010,32.9437521116081,-85.949576897711,False
7740 USHighway 431 Alexandria  AL 36250,,,True
117 3rd Avenue Northwest Aliceville  AL 35442,33.1294665218785,-88.1579492689558,False
87134 USHighway 278 Altoona  AL 35952,,,True
2890 Main Street Altoona  AL 35952,34.0262888747662,-86.3261044934937,False
2896 Main Street Altoona  AL 35952,34.0263152186915,-86.3260403733734,False
11183 USHighway 84 Andalusia  AL 36421,,,True
210 Pond Street East Bridgewater  MA 2333,42.0115576272174,-70.9174244185831,False
32194 Al Hwy 55 Red Level Andalusia  AL 36420,,,True
507 Stanley Avenue Andalusia  AL 36420,31.302408284635,-86.4707160210882,False
Highway 29 North Andalusia  AL 36420,31.3085039,-86.4832033,False
421 South Three Notch Street Andalusia  AL 36420,31.3033663846154,-86.4865750384615,False
223 Drive M L K Jr Expressway Andalusia  AL 36420,,,True
520 West By-Pass Andalusia  AL 36420,,,True
1510 Barry Street Anniston  AL 36203,,,True
5740 McClellan Boulevard # B1 Anniston  AL 36206,,,True
1500 Quintard Avenue Anniston  AL 36201,33.674726,-85.827278,False
1229 Wilmer Avenue Anniston  AL 36201,33.6601785714286,-85.8283638571429,False
875 Coldwater Road Anniston  AL 36201,33.6112886,-85.9286802,False
209 Grace Street Anniston  AL 36203,,,True
4901 Choccolocco Road Anniston  AL 36207,33.648446,-85.753398,False
3801 USHighway 431 Anniston  AL 36206,,,True
2615 West Jefferson Street Anniston  AL 36201,33.6496789678014,-85.8665451081115,False
901 South Quintard Avenue Anniston  AL 36201,33.63624,-85.82519,False
831 West 15th Street Anniston  AL 36201,33.6637795087494,-85.8399214124206,False
10350 Choccolocco Road Anniston  AL 36207,33.648446,-85.753398,False
1128 Ferron Avenue Anniston  AL 36201,33.6586145144024,-85.8513813880817,False
1203 Quintard Avenue Anniston  AL 36201,33.6599262959184,-85.826952,False
5112 Saks Road Anniston  AL 36206,33.696429,-85.834066,False
10171 USHighway 78 East Anniston  AL 36207,,,True
1415 USHighway 431 Anniston  AL 36206,,,True
5105 Choccolocco Road Anniston  AL 36207,33.648446,-85.753398,False
4022 Bynum Leatherwood Road Anniston  AL 36201,,,True
1731 Quintard Avenue Anniston  AL 36201,33.6668458955413,-85.8269709341584,False
1005 Quintard Drive Anniston  AL 36203,33.620135,-85.828288,False
10030 US Highway 231 Arab  AL 35016,,,True
563 South Brindlee Mountain Park Arab  AL 35016,,,True
